"file","caption","category","png_time"
"C:/China2015/r4ss/plots_C//sel09_len_flt12sex1.png","Female ending year selectivity for 12_OR_SouthernOR_Rec_PC_ORBS","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel09_len_flt12sex2.png","Male ending year selectivity for 12_OR_SouthernOR_Rec_PC_ORBS","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt1sex1.png","Female ending year selectivity and growth for 1_CA_NorthOf4010_Comm_Dead","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt1sex2.png","Male ending year selectivity and growth for 1_CA_NorthOf4010_Comm_Dead","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt2sex1.png","Female ending year selectivity and growth for 2_CA_NorthOf4010_Comm_Live","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt2sex2.png","Male ending year selectivity and growth for 2_CA_NorthOf4010_Comm_Live","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt3sex1.png","Female ending year selectivity and growth for 3_CA_NorthOf4010_Rec_PC","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt3sex2.png","Male ending year selectivity and growth for 3_CA_NorthOf4010_Rec_PC","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt4sex1.png","Female ending year selectivity and growth for 4_CA_NorthOf4010_Rec_PR","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt4sex2.png","Male ending year selectivity and growth for 4_CA_NorthOf4010_Rec_PR","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt5sex1.png","Female ending year selectivity and growth for 5_OR_SouthernOR_Comm_Dead","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt5sex2.png","Male ending year selectivity and growth for 5_OR_SouthernOR_Comm_Dead","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt6sex1.png","Female ending year selectivity and growth for 6_OR_SouthernOR_Comm_Live","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt6sex2.png","Male ending year selectivity and growth for 6_OR_SouthernOR_Comm_Live","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt7sex1.png","Female ending year selectivity and growth for 7_OR_SouthernOR_Rec_PC","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt7sex2.png","Male ending year selectivity and growth for 7_OR_SouthernOR_Rec_PC","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt8sex1.png","Female ending year selectivity and growth for 8_OR_SouthernOR_Rec_PR","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt8sex2.png","Male ending year selectivity and growth for 8_OR_SouthernOR_Rec_PR","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt9sex1.png","Female ending year selectivity and growth for 9_OR_NorthernOR_Comm","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt9sex2.png","Male ending year selectivity and growth for 9_OR_NorthernOR_Comm","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt10sex1.png","Female ending year selectivity and growth for 10_OR_NorthernOR_Rec_PC","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt10sex2.png","Male ending year selectivity and growth for 10_OR_NorthernOR_Rec_PC","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt11sex1.png","Female ending year selectivity and growth for 11_OR_NorthernOR_Rec_PR","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt11sex2.png","Male ending year selectivity and growth for 11_OR_NorthernOR_Rec_PR","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt12sex1.png","Female ending year selectivity and growth for 12_OR_SouthernOR_Rec_PC_ORBS","Sel",2015-08-10 15:30:43
"C:/China2015/r4ss/plots_C//sel21_agelen_contour_flt12sex2.png","Male ending year selectivity and growth for 12_OR_SouthernOR_Rec_PC_ORBS","Sel",2015-08-10 15:30:43
