"file","caption","category","png_time"
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt4sex2.png","Male ending year selectivity and growth for Rec_Private","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt5sex1.png","Female ending year selectivity and growth for Commercial_Discard","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt5sex2.png","Male ending year selectivity and growth for Commercial_Discard","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt6sex1.png","Female ending year selectivity and growth for Rec_Charter_Onboard_87-98","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt6sex2.png","Male ending year selectivity and growth for Rec_Charter_Onboard_87-98","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt7sex1.png","Female ending year selectivity and growth for Rec_Charter_Onboard_1999-2014","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt7sex2.png","Male ending year selectivity and growth for Rec_Charter_Onboard_1999-2014","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt8sex1.png","Female ending year selectivity and growth for CCFRP_comps","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt8sex2.png","Male ending year selectivity and growth for CCFRP_comps","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt9sex1.png","Female ending year selectivity and growth for Abrams_thesis_CAAL","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/sel21_agelen_contour_flt9sex2.png","Male ending year selectivity and growth for Abrams_thesis_CAAL","Sel",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/ts1_Total_biomass_(mt).png","Total biomass (mt)","Timeseries",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/ts4_Summary_biomass_(mt).png","Summary biomass (mt)","Timeseries",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/ts7_Spawning_output.png","Spawning output","Timeseries",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/ts7_Spawning_output_with_95_asymptotic_intervals_intervals.png","Spawning output with ~95% asymptotic intervals","Timeseries",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/ts9_Spawning_depletion.png","Spawning depletion","Timeseries",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/ts9_Spawning_depletion_with_95_asymptotic_intervals_intervals.png","Spawning depletion with ~95% asymptotic intervals","Timeseries",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)","Timeseries",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png","Age-0 recruits (1,000s) with ~95% asymptotic intervals","Timeseries",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)","Timeseries",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//SR_curve.png","Spawner-recruit curve","S-R",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//SR_curve2.png","Spawner-recruit curve with labels on first, last, and years with (log) deviations > 0.5","S-R",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//catch1 landings.png","landings","Catch",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//catch2 landings stacked.png","landings stacked","Catch",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//catch9 harvest rate.png","harvest rate","Catch",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots///SPR1_series.png","Timeseries of SPR","SPR",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots///SPR2_minusSPRseries.png","Timeseries of 1-SPR","SPR",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots///SPR3_ratiointerval.png","Timeseries of SPR ratio","SPR",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots///SPR4_phase.png","Phase plot of biomass ratio vs. SPR ratio","SPR",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index1_cpuedata_Rec_Charter.png","Index data for Rec_Charter","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index2_cpuefit_Rec_Charter.png","Fit to index data for Rec_Charter","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index3_cpuecheck_Rec_Charter.png","Observed vs. expected index values with smoother for Rec_Charter","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index4_logcpuedata_Rec_Charter.png","Log index data for Rec_Charter","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index5_logcpuefit_Rec_Charter.png","Fit to index data on log scale for Rec_Charter","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index6_logcpuecheck_Rec_Charter.png","log(observed) vs. log(expected) index values with smoother for Rec_Charter","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index1_cpuedata_Rec_Charter_Onboard_87-98.png","Index data for Rec_Charter_Onboard_87-98","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index2_cpuefit_Rec_Charter_Onboard_87-98.png","Fit to index data for Rec_Charter_Onboard_87-98","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index3_cpuecheck_Rec_Charter_Onboard_87-98.png","Observed vs. expected index values with smoother for Rec_Charter_Onboard_87-98","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index4_logcpuedata_Rec_Charter_Onboard_87-98.png","Log index data for Rec_Charter_Onboard_87-98","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index5_logcpuefit_Rec_Charter_Onboard_87-98.png","Fit to index data on log scale for Rec_Charter_Onboard_87-98","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index6_logcpuecheck_Rec_Charter_Onboard_87-98.png","log(observed) vs. log(expected) index values with smoother for Rec_Charter_Onboard_87-98","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index1_cpuedata_Rec_Charter_Onboard_1999-2014.png","Index data for Rec_Charter_Onboard_1999-2014","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index2_cpuefit_Rec_Charter_Onboard_1999-2014.png","Fit to index data for Rec_Charter_Onboard_1999-2014","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index3_cpuecheck_Rec_Charter_Onboard_1999-2014.png","Observed vs. expected index values with smoother for Rec_Charter_Onboard_1999-2014","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index4_logcpuedata_Rec_Charter_Onboard_1999-2014.png","Log index data for Rec_Charter_Onboard_1999-2014","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index5_logcpuefit_Rec_Charter_Onboard_1999-2014.png","Fit to index data on log scale for Rec_Charter_Onboard_1999-2014","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index6_logcpuecheck_Rec_Charter_Onboard_1999-2014.png","log(observed) vs. log(expected) index values with smoother for Rec_Charter_Onboard_1999-2014","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//index9_standcpueall.png","Standardized indices overlaid","Index",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers1_sex1_beg.png","Beginning of year expected numbers at age of females in (max ~ 77.2 thousand)","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers1_sex2_beg.png","Beginning of year expected numbers at age of males in (max ~ 77.2 thousand)","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers2_meanage_beg.png","Beginning of year mean age in the population","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers1_sex1_mid.png","Middle of year expected numbers at age of females in (max ~ 74.6 thousand)","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers1_sex2_mid.png","Middle of year expected numbers at age of males in (max ~ 74.6 thousand)","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers2_meanage_mid.png","Middle of year mean age in the population","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers6_len_sex1.png","Beginning of year expected numbers at length of females in (max ~ 198.0 thousand)","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers6_len_sex2.png","Beginning of year expected numbers at length of males in (max ~ 198.0 thousand)","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers7_meanlen.png","Beginning of year mean length (cm) in the population","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers6_len_sex1.png","Middle of year expected numbers at length of females in (max ~ 156.4 thousand)","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers6_len_sex2.png","Middle of year expected numbers at length of males in (max ~ 156.4 thousand)","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers7_meanlen.png","Middle of year mean length (cm) in the population","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers4_equilagecomp.png","Equilibrium age distribution","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers5_ageerrorSD.png","Ageing imprecision: SD of observed age (yr)","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers5_ageerrorMeans.png","Ageing imprecision: Mean observed age (yr)","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers5_ageerror_matrix_1.png","Ageing imprecision: matrix for method 1","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//numbers5_ageerror_matrix_2.png","Ageing imprecision: matrix for method 2","Numbers",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_flt1mkt2.png","length comp data, retained, Commercial_Dead","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_bubflt1mkt2.png","length comp data, retained, Commercial_Dead (max=0.36)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_data_weighting_TA1.8_Commercial_Dead.png","Francis data weighting method TA1.8 Commercial_Dead <br> Suggested sample size adjustment (with 95% interval) for len data from Commercial_Dead:<br>1.0362 (0.7586-7.5599)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_flt2mkt2.png","length comp data, retained, Commercial_Live","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_bubflt2mkt2.png","length comp data, retained, Commercial_Live (max=0.75)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_data_weighting_TA1.8_Commercial_Live.png","Francis data weighting method TA1.8 Commercial_Live <br> Suggested sample size adjustment (with 95% interval) for len data from Commercial_Live:<br>1.0294 (0.5767-3.1087)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_flt3mkt2.png","length comp data, retained, Rec_Charter","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_bubflt3mkt2.png","length comp data, retained, Rec_Charter (max=0.59)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_data_weighting_TA1.8_Rec_Charter.png","Francis data weighting method TA1.8 Rec_Charter <br> Suggested sample size adjustment (with 95% interval) for len data from Rec_Charter:<br>0.8932 (0.6497-1.4887)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_flt4mkt2.png","length comp data, retained, Rec_Private","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_bubflt4mkt2.png","length comp data, retained, Rec_Private (max=0.35)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_data_weighting_TA1.8_Rec_Private.png","Francis data weighting method TA1.8 Rec_Private <br> Suggested sample size adjustment (with 95% interval) for len data from Rec_Private:<br>1.0025 (0.6286-2.0775)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_flt5mkt2.png","length comp data, retained, Commercial_Discard","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_bubflt5mkt2.png","length comp data, retained, Commercial_Discard (max=0.42)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_data_weighting_TA1.8_Commercial_Discard.png","Francis data weighting method TA1.8 Commercial_Discard <br> Suggested sample size adjustment (with 95% interval) for len data from Commercial_Discard:<br>0.9835 (0.7608-5.1081)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_flt6mkt0.png","length comp data, whole catch, Rec_Charter_Onboard_87-98","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_bubflt6mkt0.png","length comp data, whole catch, Rec_Charter_Onboard_87-98 (max=0.39)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_data_weighting_TA1.8_Rec_Charter_Onboard_87-98.png","Francis data weighting method TA1.8 Rec_Charter_Onboard_87-98 <br> Suggested sample size adjustment (with 95% interval) for len data from Rec_Charter_Onboard_87-98:<br>1.1078 (0.6322-5.6689)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_flt8mkt0.png","length comp data, whole catch, CCFRP_comps","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_bubflt8mkt0.png","length comp data, whole catch, CCFRP_comps (max=0.36)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_data_weighting_TA1.8_CCFRP_comps.png","Francis data weighting method TA1.8 CCFRP_comps <br> Suggested sample size adjustment (with 95% interval) for len data from CCFRP_comps:<br>0.9835 (0.51-7.1979)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_mkt2_aggregated_across_time.png","length comp data, retained, aggregated across time by fleet","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_mkt0_aggregated_across_time.png","length comp data, whole catch, aggregated across time by fleet","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_sex1mkt2_multi-fleet_comparison.png","Note: this plot doesn't seem to be working right for some models.<br><br> length comp data, sexes combined, retained, comparing across fleets","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lendat_sex1mkt0_multi-fleet_comparison.png","Note: this plot doesn't seem to be working right for some models.<br><br> length comp data, sexes combined, whole catch, comparing across fleets","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agedat_flt3mkt0.png","age comp data, whole catch, Rec_Charter","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agedat_bubflt3mkt0.png","age comp data, whole catch, Rec_Charter (max=0.96)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agedat_data_weighting_TA1.8_Rec_Charter.png","Francis data weighting method TA1.8 Rec_Charter <br> Suggested sample size adjustment (with 95% interval) for age data from Rec_Charter:<br>4.8811 (2.8012-19.2346)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agedat_mkt0_aggregated_across_time.png","age comp data, whole catch, aggregated across time by fleet","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agedat_sex1mkt0_multi-fleet_comparison.png","Note: this plot doesn't seem to be working right for some models.<br><br> age comp data, sexes combined, whole catch, comparing across fleets","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstagedat_flt3mkt0.png","ghost age comp data, whole catch, Rec_Charter","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstagedat_bubflt3mkt0.png","ghost age comp data, whole catch, Rec_Charter (max=0.48)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstagedat_flt9mkt0.png","ghost age comp data, whole catch, Abrams_thesis_CAAL","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstagedat_bubflt9mkt0.png","ghost age comp data, whole catch, Abrams_thesis_CAAL (max=0.13)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_condAALdat_bubflt9mkt0.png","conditional age-at-length data, whole catch, Abrams_thesis_CAAL (max=0.96)","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_condAALdat_data_weighting_TA1.8_condAgeAbrams_thesis_CAAL.png","Francis data weighting method TA1.8 for conditional age data Abrams_thesis_CAAL <br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.</blockquote>","CompDat",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_condAALdat_Andre_plotsflt9mkt0.png","Conditional AAL plot, whole catch, Abrams_thesis_CAAL","CompDat",2015-07-21 12:15:29
